4.875584055613301770e-01,4.875584055613301770e-01,4.875584055613301770e-01,4.875584055613301770e-01,4.953665599244938544e-01,4.969285840212454008e-01,4.984906680746169494e-01,5.000527815922590769e-01,5.016148940795212008e-01,5.031769750418335629e-01,5.047389939870878806e-01,5.063009204280182196e-01,5.078627238845806469e-01,5.094243738863326598e-01,5.109858399748095081e-01,5.125470917058997378e-01,5.141080986522178486e-01,5.156688304054746208e-01,5.172292565788433327e-01,5.187893468093236482e-01,5.203490707601005072e-01,5.219083981228992419e-01,5.234672986203360301e-01,5.250257420082627968e-01,5.265836980781071208e-01,5.281411366592055900e-01,5.296980276211322725e-01,5.312543408760181940e-01,5.328100463808668197e-01,5.343651141398590987e-01,5.397305843815163318e-01,5.397305843815163318e-01
4.875584055613301770e-01,4.875584055613301770e-01,4.875584055613301770e-01,4.875584055613301770e-01,4.953665599244938544e-01,4.969285840212454008e-01,4.984906680746169494e-01,5.000527815922590769e-01,5.016148940795212008e-01,5.031769750418335629e-01,5.047389939870878806e-01,5.063009204280182196e-01,5.078627238845806469e-01,5.094243738863326598e-01,5.109858399748095081e-01,5.125470917058997378e-01,5.141080986522178486e-01,5.156688304054746208e-01,5.172292565788433327e-01,5.187893468093236482e-01,5.203490707601005072e-01,5.219083981228992419e-01,5.234672986203360301e-01,5.250257420082627968e-01,5.265836980781071208e-01,5.281411366592055900e-01,5.296980276211322725e-01,5.312543408760181940e-01,5.328100463808668197e-01,5.343651141398590987e-01,5.397305843815163318e-01,5.397305843815163318e-01
4.875584055613301770e-01,4.875584055613301770e-01,4.875584055613301770e-01,4.875584055613301770e-01,4.953665599244938544e-01,4.969285840212454008e-01,4.984906680746169494e-01,5.000527815922590769e-01,5.016148940795212008e-01,5.031769750418335629e-01,5.047389939870878806e-01,5.063009204280182196e-01,5.078627238845806469e-01,5.094243738863326598e-01,5.109858399748095081e-01,5.125470917058997378e-01,5.141080986522178486e-01,5.156688304054746208e-01,5.172292565788433327e-01,5.187893468093236482e-01,5.203490707601005072e-01,5.219083981228992419e-01,5.234672986203360301e-01,5.250257420082627968e-01,5.265836980781071208e-01,5.281411366592055900e-01,5.296980276211322725e-01,5.312543408760181940e-01,5.328100463808668197e-01,5.343651141398590987e-01,5.397305843815163318e-01,5.397305843815163318e-01
4.875584055613301770e-01,4.875584055613301770e-01,4.875584055613301770e-01,4.875584055613301770e-01,4.953665599244938544e-01,4.969285840212454008e-01,4.984906680746169494e-01,5.000527815922590769e-01,5.016148940795212008e-01,5.031769750418335629e-01,5.047389939870878806e-01,5.063009204280182196e-01,5.078627238845806469e-01,5.094243738863326598e-01,5.109858399748095081e-01,5.125470917058997378e-01,5.141080986522178486e-01,5.156688304054746208e-01,5.172292565788433327e-01,5.187893468093236482e-01,5.203490707601005072e-01,5.219083981228992419e-01,5.234672986203360301e-01,5.250257420082627968e-01,5.265836980781071208e-01,5.281411366592055900e-01,5.296980276211322725e-01,5.312543408760181940e-01,5.328100463808668197e-01,5.343651141398590987e-01,5.397305843815163318e-01,5.397305843815163318e-01
4.705345116815151663e-01,4.705345116815151663e-01,4.705345116815151663e-01,4.705345116815151663e-01,4.783245147284873600e-01,4.798839032597893572e-01,4.814436838533904806e-01,4.830038261966031476e-01,4.845642999485509361e-01,4.861250747425239771e-01,4.876861201883396224e-01,4.892474058747049992e-01,4.908089013715856708e-01,4.923705762325751301e-01,4.939323999972684565e-01,4.954943421936374714e-01,4.970563723404086698e-01,4.986184599494412617e-01,5.001805745281078242e-01,5.017426855816755626e-01,5.033047626156862409e-01,5.048667751383383306e-01,5.064286926628674967e-01,5.079904847099260268e-01,5.095521208099615951e-01,5.111135705055949163e-01,5.126748033539936245e-01,5.142357889292454853e-01,5.157964968247281679e-01,5.173568966554754622e-01,5.227433120326457905e-01,5.227433120326457905e-01
4.671366754992773429e-01,4.671366754992773429e-01,4.671366754992773429e-01,4.671366754992773429e-01,4.749208834223616615e-01,4.764793106171116843e-01,4.780381959567401862e-01,4.795975091982787042e-01,4.811572200654433695e-01,4.827172982509788102e-01,4.842777134190085486e-01,4.858384352073903401e-01,4.873994332300745080e-01,4.889606770794676649e-01,4.905221363287993186e-01,4.920837805344920324e-01,4.936455792385332497e-01,4.952075019708513381e-01,4.967695182516919661e-01,4.983315975939973663e-01,4.998937095057856550e-01,5.014558234925317048e-01,5.030179090595489066e-01,5.045799357143692099e-01,5.061418729691247176e-01,5.077036903429275050e-01,5.092653573642481613e-01,5.108268435732939983e-01,5.123881185243831515e-01,5.139491517883186811e-01,5.193382646525310786e-01,5.193382646525310786e-01
4.637418850869983733e-01,4.637418850869983733e-01,4.637418850869983733e-01,4.637418850869983733e-01,4.715195806579298710e-01,4.730769024827852220e-01,4.746347483650911747e-01,4.761930881427537954e-01,4.777518916152623252e-01,4.793111285460210369e-01,4.808707686646883639e-01,4.824307816695202478e-01,4.839911372297200920e-01,4.855518049877921016e-01,4.871127545619000632e-01,4.886739555482295660e-01,4.902353775233542765e-01,4.917969900466049316e-01,4.933587626624423295e-01,4.949206649028310978e-01,4.964826662896167364e-01,4.980447363369042146e-01,4.996068445534377900e-01,5.011689604449806046e-01,5.027310535166972238e-01,5.042930932755337325e-01,5.058550492325990522e-01,5.074168909055452037e-01,5.089785878209459602e-01,5.105401095166750558e-01,5.159314199204840801e-01,5.159314199204840801e-01
4.603504519059022360e-01,4.603504519059022360e-01,4.603504519059022360e-01,4.603504519059022360e-01,4.681209203071170499e-01,4.696769931386025054e-01,4.712336557458465802e-01,4.727908780587203874e-01,4.743486299636075487e-01,4.759068813057217295e-01,4.774656018914321676e-01,4.790247614905948637e-01,4.805843298388896012e-01,4.821442766401632385e-01,4.837045715687777747e-01,4.852651842719640785e-01,4.868260843721785580e-01,4.883872414694656050e-01,4.899486251438229800e-01,4.915102049575703069e-01,4.930719504577206758e-01,4.946338311783557984e-01,4.961958166430010531e-01,4.977578763670046924e-01,4.993199798599166073e-01,5.008820966278693110e-01,5.024441961759585906e-01,5.040062480106249909e-01,5.055682216420344099e-01,5.071300865864589724e-01,5.125230937653878494e-01,5.125230937653878494e-01
4.569626861771666770e-01,4.569626861771666770e-01,4.569626861771666770e-01,4.569626861771666770e-01,4.647252152628590371e-01,4.662798959400973886e-01,4.678352318930328879e-01,4.693911931545202143e-01,4.709477497088904729e-01,4.725048714942520767e-01,4.740625284048011201e-01,4.756206902931375824e-01,4.771793269725895237e-01,4.787384082195431101e-01,4.802979037757786895e-01,4.818577833508130293e-01,4.834180166242465493e-01,4.849785732481156075e-01,4.865394228492495032e-01,4.881005350316309221e-01,4.896618793787616553e-01,4.912234254560297608e-01,4.927851428130816669e-01,4.943470009861954950e-01,4.959089695006569931e-01,4.974710178731376886e-01,4.990331156140738189e-01,5.005952322300470936e-01,5.021573372261652901e-01,5.037194001084432937e-01,5.091136026668227066e-01,5.091136026668227066e-01
4.535788967694464602e-01,4.535788967694464602e-01,4.535788967694464602e-01,4.535788967694464602e-01,4.613327773245333163e-01,4.628859232016111491e-01,4.644397896120213143e-01,4.659943467025408070e-01,4.675495645664235478e-01,4.691054132456850545e-01,4.706618627333948868e-01,4.722188829759769724e-01,4.737764438755178720e-01,4.753345152920821493e-01,4.768930670460352350e-01,4.784520689203723975e-01,4.800114906630534861e-01,4.815713019893443358e-01,4.831314725841629465e-01,4.846919721044309348e-01,4.862527701814297054e-01,4.878138364231606183e-01,4.893751404167087093e-01,4.909366517306109623e-01,4.924983399172267462e-01,4.940601745151109170e-01,4.956221250513898058e-01,4.971841610441383730e-01,4.987462520047599157e-01,5.003083674403649983e-01,5.057032635376712548e-01,5.057032635376712548e-01
